,Company,Market_Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,Unnamed: 16,norm_name,match,match_score,comp_name,WikidataID,Des,Logo,employees_count,Market_Value_class,Revenue_class,Profits_class,Assets_class,Rank_class
250,Sumitomo,21.991,43.555,2.7837,73.067,253.0,Industrials,Trading_Companies,Asia,Japan,Japan,,Kuniharu Nakamura,http://www.forbes.com/companies/sumitomo/,0.03809791014,0.0639122948,,sumitomo,sumitomo chemical,0,sumitomo chemical,http://www.wikidata.org/entity/Q137803,company,https://upload.wikimedia.org/wikipedia/commons/3/36/Sumitomo_Chemical_logo.svg,30745.0,mid,high,mid,mid,low
251,Orix,23.102,25.83,2.8253,107.438,254.0,Financials,Consumer_Financial_Services,Asia,Japan,Japan,,Makoto Inoue,http://www.forbes.com/companies/orix/,0.02629702712,0.1093805652,,orix,orix,1,orix,http://www.wikidata.org/entity/Q906055,company,https://upload.wikimedia.org/wikipedia/commons/1/17/Orix.png,0.0,mid,mid,mid,mid,low
252,BB&T,42.933,12.281,2.761,220.729,255.0,Financials,Major_Banks,North America,United_States,North Carolina,North Carolina,Kelly King,http://www.forbes.com/companies/bbt/,0.01250855121,0.2248188258,,bb&t,bobst,0,bobst,http://www.wikidata.org/entity/Q678229,public company,https://upload.wikimedia.org/wikipedia/commons/c/ce/BOBST_Logo.png,0.0,mid,mid,mid,high,low
253,Schneider_Electric,48.385,27.908,2.4251,47.851,256.0,Industrials,Electrical_Equipment,Europe,France,France,,Jean-Pascal Tricoire,http://www.forbes.com/companies/schneider-electric/,0.05068023657,0.08689623047,,schneider electric,schneider electric,1,schneider electric,http://www.wikidata.org/entity/Q49053,France-based multinational corporation,https://upload.wikimedia.org/wikipedia/commons/9/95/Schneider_Electric_2007.svg,155000.0,high,mid,mid,mid,low
254,Air_Liquide,55.116,22.953,2.519,49.266,257.0,Materials,Specialized_Chemicals,Europe,France,France,,Benǫt Potier,http://www.forbes.com/companies/air-liquide/,0.05113059717,0.1097460027,,air liquide,air liquide,1,air liquide,http://www.wikidata.org/entity/Q407448,French multinational company which supplies industrial gases and services,https://upload.wikimedia.org/wikipedia/commons/f/f0/Air-liquide.svg,0.0,high,mid,mid,mid,low
255,Japan_Tobacco,55.045,19.386,3.527,46.451,257.0,Consumer Staples,Tobacco,Asia,Japan,Japan,,Masamichi Terabatake,http://www.forbes.com/companies/japan-tobacco/,0.07592947407,0.1819354173,,japan tobacco,japan tobacco,1,japan tobacco,http://www.wikidata.org/entity/Q898568,cigarette manufacturing company,https://upload.wikimedia.org/wikipedia/commons/0/09/Japan_Tobacco_logo.svg,63968.0,high,mid,high,mid,low
256,Peugeot,21.43,73.553,2.1758,69.793,259.0,Consumer Discretionary,Auto_&_Truck_Manufacturers,Europe,France,France,,Carlos Tavares,http://www.forbes.com/companies/peugeot/,0.03117504621,0.02958139029,,peugeot,pigeon,0,pigeon,http://www.wikidata.org/entity/Q11331467,,https://upload.wikimedia.org/wikipedia/commons/a/ae/%E3%83%94%E3%82%B8%E3%83%A7%E3%83%B3%E7%A4%BE%E3%81%AE%E3%83%AD%E3%82%B4.svg,0.0,mid,high,mid,mid,low
257,Cathay_Financial,23.05,23.562,1.8508,296.908,260.0,Financials,Life_&_Health_Insurance,Asia,Taiwan,Taiwan,,Chang Li,http://www.forbes.com/companies/cathay-financial/,0.006233580772,0.07855020796,,cathay financial,cna financial,0,cna financial,http://www.wikidata.org/entity/Q5013072,,https://upload.wikimedia.org/wikipedia/commons/5/59/CNA_logo.svg,0.0,mid,mid,mid,high,low
258,Anglo_American,32.007,26.2,3.1587,54.561,261.0,Materials,Diversified_Metals_&_Mining,Europe,United_Kingdom,United Kingdom,,Mark Cutifani,http://www.forbes.com/companies/anglo-american/,0.05789300049,0.1205610687,,anglo american,bank of america,0,bank of america,http://www.wikidata.org/entity/Q487907,American multinational banking and financial services corporation,https://upload.wikimedia.org/wikipedia/commons/6/6e/Bank_america_logo18.png,204000.0,mid,mid,high,mid,low
259,Bank_of_Beijing,22.964,15.887,2.8779,380.335,262.0,Financials,Major_Banks,Asia,China,China,,Ying Zeng,http://www.forbes.com/companies/bank-of-beijing/,0.007566750365,0.1811481085,,bank of beijing,bank of china,0,bank of china,http://www.wikidata.org/entity/Q790068,state-owned bank in China,https://upload.wikimedia.org/wikipedia/commons/e/e3/Bank_of_China_Holdings_Logo.svg,310042.0,mid,mid,high,high,low
260,Seven_&_I_Holdings,38.867,54.197,1.626,51.497,263.0,Consumer Staples,Food_Retail,Asia,Japan,Japan,,Dong Zhang,http://www.forbes.com/companies/seven-i-holdings/,0.03157465483,0.03000166061,,seven & i holdings,seven & i holdings co.,0,seven & i holdings co.,http://www.wikidata.org/entity/Q639447,Japanese diversified retail group,https://upload.wikimedia.org/wikipedia/commons/0/09/Seveni_typo.svg,55815.0,mid,high,mid,mid,low
261,ABB,51.263,35.037,2.0572,43.57,264.0,Industrials,Conglomerates,Europe,Switzerland,Switzerland,,Ulrich Spiesshofer,http://www.forbes.com/companies/abb/,0.04721597429,0.05871507264,,abb,airbnb,0,airbnb,http://www.wikidata.org/entity/Q63327,online platform for rental accommodations,https://upload.wikimedia.org/wikipedia/commons/d/d1/Airbnb_Logo_B%C3%A9lo.svg,5597.0,high,high,mid,mid,low
262,Sun_Life_Financial,25.872,21.759,1.8395,205.995,265.0,Financials,Life_&_Health_Insurance,North America,Canada,Canada,,Dean Connor,http://www.forbes.com/companies/sun-life-financial/,0.008929828394,0.08453973069,,sun life financial,manulife financial,0,manulife financial,http://www.wikidata.org/entity/Q1652574,,https://upload.wikimedia.org/wikipedia/commons/5/58/Manulife_Financial_logo.svg,0.0,mid,mid,mid,high,low
263,Oil_&_Natural_Gas,35.72,18.73,3.0568,65.546,266.0,Energy,Oil_&_Gas_Operations,Asia,India,India,,Shashi Shanker,http://www.forbes.com/companies/oil-natural-gas/,0.04663595032,0.163203417,,oil & natural gas,,0,,,,nan,,mid,mid,high,mid,low
264,Danaher,71.122,18.819,2.5526,47.145,267.0,Industrials,Conglomerates,North America,United_States,District of Columbia,District of Columbia,Thomas Joyce Jr.,http://www.forbes.com/companies/danaher/,0.05414359953,0.1356395133,,danaher,danone,0,danone,http://www.wikidata.org/entity/Q329426,French food company,https://upload.wikimedia.org/wikipedia/commons/0/03/Danone_Logo.png,0.0,high,mid,mid,mid,low
265,Sun_Hung_Kai_Properties,46.87,11.289,6.9492,86.955,267.0,Financials,Real_Estate,Asia,Hong_Kong,Hong Kong,,Ping Kwok,http://www.forbes.com/companies/sun-hung-kai-properties/,0.07991719855,0.6155726814,,sun hung kai properties,sun hung kai & co.,0,sun hung kai & co.,http://www.wikidata.org/entity/Q7638341,,https://upload.wikimedia.org/wikipedia/commons/9/9d/SunHungKai%26Co_logo.svg,0.0,mid,mid,high,mid,low
266,Poly_Real_Estate,25.647,20.46,2.3585,120.983,269.0,Financials,Real_Estate,Asia,China,China,,Ping Liu,http://www.forbes.com/companies/poly-real-estate/,0.01949447443,0.1152737048,,poly real estate,colonia real estate,0,colonia real estate,http://www.wikidata.org/entity/Q1110766,public company,https://upload.wikimedia.org/wikipedia/commons/3/3e/Colonia_Real_Estate_logo.svg,0.0,mid,mid,mid,mid,low
267,Indian_Oil,24.448,52.916,2.9601,46.624,270.0,Energy,Oil_&_Gas_Operations,Asia,India,India,,Sanjiv Singh,http://www.forbes.com/companies/indian-oil/,0.06348876115,0.05593960239,,indian oil,indigo,0,indigo,http://www.wikidata.org/entity/Q1057110,Indian airlines company,https://upload.wikimedia.org/wikipedia/commons/6/69/IndiGo_Airlines_logo.svg,0.0,mid,high,high,mid,low
268,Deere_&_Company,47.7,30.537,1.4188,66.578,271.0,Industrials,Heavy_Equipment,North America,United_States,Illinois,Illinois,Sam Allen,http://www.forbes.com/companies/john-deere/,0.02131034276,0.04646166945,,deere & company,deere & company,1,deere & company,http://www.wikidata.org/entity/Q496302,American corporation,https://upload.wikimedia.org/wikipedia/commons/6/6e/John_Deere_Logo.png,67000.0,high,high,mid,mid,low
269,Diageo,89.382,15.659,4.1288,40.72,272.0,Consumer Staples,Beverages,Europe,United_Kingdom,United Kingdom,,Ivan Menezes,http://www.forbes.com/companies/diageo/,0.1013948919,0.2636694553,,diageo,diageo,1,diageo,http://www.wikidata.org/entity/Q161140,alcoholic beverages company,https://upload.wikimedia.org/wikipedia/commons/f/f7/Diageo_Logo.svg,27355.0,high,mid,high,mid,low
270,Charles_Schwab,80.222,9.38,2.573,248.32,273.0,Financials,Investment_Services,North America,United_States,California,California,Walter Bettinger,http://www.forbes.com/companies/charles-schwab/,0.01036163015,0.2743070362,,charles schwab,charles schwab corporation,0,charles schwab corporation,http://www.wikidata.org/entity/Q1066028,American company,https://upload.wikimedia.org/wikipedia/commons/4/4b/Charles_Schwab_Corporation_logo.svg,12400.0,high,mid,mid,high,low
271,Shinhan_Financial_Group,21.152,17.603,2.4901,406.602,273.0,Financials,Investment_Services,Asia,South_Korea,South Korea,,Yong-Byoung Cho,http://www.forbes.com/companies/shinhan-financial-group/,0.006124170565,0.1414588422,,shinhan financial group,mizuho financial group,0,mizuho financial group,http://www.wikidata.org/entity/Q166621,Japanese holding company,https://upload.wikimedia.org/wikipedia/commons/e/e9/Mizuho_logo.svg,0.0,mid,mid,mid,high,low
272,HCA_Holdings,35.552,44.414,2.701,37.299,275.0,Health Care,Healthcare_Services,North America,United_States,Tennessee,Tennessee,R. Johnson,http://www.forbes.com/companies/hca-holdings/,0.07241481005,0.0608141577,,hca holdings,copa holdings,0,copa holdings,http://www.wikidata.org/entity/Q5168189,Holdings Organisation,https://upload.wikimedia.org/wikipedia/commons/a/af/Copa_airlines_logo.png,0.0,mid,high,mid,mid,low
273,Tesco,32.657,75.377,1.298,61.813,276.0,Consumer Staples,Food_Retail,Europe,United_Kingdom,United Kingdom,,David Lewis,http://www.forbes.com/companies/tesco/,0.02099881902,0.01722010693,,tesco,tesco,1,tesco,http://www.wikidata.org/entity/Q487494,British multinational grocery and general merchandise retailer,https://upload.wikimedia.org/wikipedia/commons/4/4d/Tescologo.svg,423092.0,mid,high,mid,mid,low
274,Aegon,14.114,35.249,2.5503,452.368,277.0,Financials,Diversified_Insurance,Europe,Netherlands,Netherlands,,Alexander Wynaendts,http://www.forbes.com/companies/aegon/,0.005637666678,0.07235098868,,aegon,aegion,0,aegion,http://www.wikidata.org/entity/Q22060267,American multinational company,https://upload.wikimedia.org/wikipedia/commons/3/3b/Aegionlogo.jpg,0.0,mid,high,mid,high,low
275,CRRC,41.01,31.313,1.64,59.187,277.0,Industrials,Heavy_Equipment,Asia,China,China,,Hua Liu,http://www.forbes.com/companies/crrc/,0.0277087874,0.05237441318,,crrc,r1 rcm,0,r1 rcm,http://www.wikidata.org/entity/Q4672868,healthcare revenue cycle management company,https://upload.wikimedia.org/wikipedia/commons/8/8b/Accretive_Logo.png,0.0,mid,high,mid,mid,low
276,Munich_Re,34.778,63.438,0.7561,323.475,279.0,Financials,Diversified_Insurance,Europe,Germany,Germany,,Joachim Wenning,http://www.forbes.com/companies/munich-re/,0.002337429477,0.01191872379,,munich re,nichirei,0,nichirei,http://www.wikidata.org/entity/Q4921527,,https://upload.wikimedia.org/wikipedia/commons/7/79/NICHIREI_Logo.svg,0.0,mid,high,mid,high,low
277,Royal_Ahold_Delhaize_N.V.,28.776,72.399,2.183,42.239,280.0,Consumer Staples,Food_Retail,Europe,Netherlands,Netherlands,,Dick Boer,http://www.forbes.com/companies/royal-ahold-delhaize/,0.05168209475,0.03015235017,,royal ahold delhaize n.v.,royal holdings,0,royal holdings,http://www.wikidata.org/entity/Q11350142,,https://upload.wikimedia.org/wikipedia/commons/5/51/Royal_Group_Logo.png,0.0,mid,high,mid,mid,low
278,SK_Holdings,20.034,82.526,1.484,102.543,281.0,Energy,Oil_&_Gas_Operations,Asia,South_Korea,South Korea,,Tae-Won Chey,http://www.forbes.com/companies/sk-holdings/,0.01447197761,0.01798221167,,sk holdings,tbs holdings,0,tbs holdings,http://www.wikidata.org/entity/Q605233,Japanese holding company,https://upload.wikimedia.org/wikipedia/commons/1/14/Tokyo_Broadcasting_System_logo_2020.svg,0.0,mid,high,mid,mid,low
279,BT_Group,29.179,30.788,2.1764,61.052,282.0,Telecommunication Services,Telecommunications_services,Europe,United_Kingdom,United Kingdom,,Dong-Hyun Jang,http://www.forbes.com/companies/bt-group/,0.03564829981,0.07068987917,,bt group,bt group,1,bt group,http://www.wikidata.org/entity/Q593786,British multinational telecommunications services company,https://upload.wikimedia.org/wikipedia/commons/6/67/BT_logo_2019.png,104399.0,mid,high,mid,mid,low
280,Reckitt_Benckiser_Group,54.961,14.825,4.0373,50.069,282.0,Consumer Staples,Household/Personal_Care,Europe,United_Kingdom,United Kingdom,,Rakesh Kapoor,http://www.forbes.com/companies/reckitt-benckiser-group/,0.08063472408,0.2723305228,,reckitt benckiser group,the blackstone group,0,the blackstone group,http://www.wikidata.org/entity/Q880942,company,https://upload.wikimedia.org/wikipedia/commons/5/5e/The_Blackstone_Group_logo_%282%29.svg,1440.0,high,mid,high,mid,low
281,Oversea-Chinese_Banking,41.166,10.078,3.159,351.232,284.0,Financials,Regional_Banks,Asia,Singapore,Singapore,,Samuel Tsien,http://www.forbes.com/companies/oversea-chinese-banking/,0.008994055211,0.3134550506,,oversea chinese banking,,0,,,,nan,,mid,mid,high,high,low
282,Safran,48.602,19.107,4.4734,38.722,284.0,Industrials,Aerospace_&_Defense,Europe,France,France,,Philippe Petitcolin,http://www.forbes.com/companies/safran/,0.1155260575,0.2341236196,,safran,safran,1,safran,http://www.wikidata.org/entity/Q1886126,"French multinational aircraft engine, rocket engine, aerospace-component, defense, and security company",https://upload.wikimedia.org/wikipedia/commons/a/a6/Logo_Safran.svg,0.0,high,mid,high,mid,low
283,Southern_Company,45.453,23.779,1.152,111.567,286.0,Utilities,Electric_Utilities,North America,United_States,Georgia,Georgia,Thomas Fanning,http://www.forbes.com/companies/southern-company/,0.01032563392,0.04844610791,,southern company,southern company,1,southern company,http://www.wikidata.org/entity/Q2304693,US electricity corporation,https://upload.wikimedia.org/wikipedia/commons/2/29/Southern_Company_logo.svg,0.0,mid,mid,mid,mid,low
284,CNP_Assurances,17.12,45.817,1.3942,491.494,287.0,Financials,Diversified_Insurance,Europe,France,France,,Fr̩d̩ric Lavenir,http://www.forbes.com/companies/cnp-assurances/,0.002836657212,0.03042975315,,cnp assurances,new india assurance,0,new india assurance,http://www.wikidata.org/entity/Q13118486,"public sector general insurance company based in Mumbai, India",https://upload.wikimedia.org/wikipedia/commons/0/05/New_India_Assurance.svg,0.0,mid,high,mid,high,low
285,Accenture,101.016,39.12,3.5893,23.133,288.0,Information Technology,Computer_Services,Europe,Ireland,Ireland,,Pierre Nanterme,http://www.forbes.com/companies/accenture/,0.1551592962,0.09175102249,,accenture,accenture,1,accenture,http://www.wikidata.org/entity/Q338825,"multinational management consulting, technology services and outsourcing company",https://upload.wikimedia.org/wikipedia/commons/c/cd/Accenture.svg,459000.0,high,high,high,mid,low
