y_pred,ent idx,paper,title,venue,match_status
6,29007,https://dblp.org/rec/conf/amcc/MolybogSL21,No Spurious Solutions in Non-convex Matrix Sensing: Structure Compensates for Isometry.,6,mismatch
6,29014,https://dblp.org/rec/conf/amcc/MonasteriosK21,Decentralised nonlinear MPC for grid-connected microgrids with preview information.,6,mismatch
28,29063,https://dblp.org/rec/conf/amcc/MorenoST20,Bayesian Method for Fuel Mass Estimation of Short Pilot Injections based on its Misfire Probability.,28,mismatch
28,29064,https://dblp.org/rec/conf/amcc/MorenoST21,Modular Design and Integration of In-Cycle Closed-Loop Combustion Controllers for a Wide-Range of Operating Conditions.,28,mismatch
6,29117,https://dblp.org/rec/conf/amcc/MousaviBK21,Output Feedback Controller Design for a Mixed Traffic Flow System Moving in a Loop.,6,mismatch
6,29124,https://dblp.org/rec/conf/amcc/MoussaFA20,Robust Optimal Scheduling of Combined Chemo- and Immunotherapy: Considerations on Chemotherapy Detrimental Effects.,6,mismatch
28,29126,https://dblp.org/rec/conf/amcc/MovahediTFR21,Hysteresis Compensation in State-of-Charge Estimation with a Nonlinear Double-Capacitor Li-Ion Battery Model.,28,mismatch
32,29140,https://dblp.org/rec/conf/amcc/MuYSS21,Improved Interval Reachability Bounds for Nonlinear Discrete-Time Systems using an Efficient One-Dimensional Partitioning Method.,32,mismatch
6,29141,https://dblp.org/rec/conf/amcc/MubarakBN21,Stochastic vs. Deterministic Modeling for the Spread of COVID-19 in Small Networks.,6,mismatch
6,29185,https://dblp.org/rec/conf/amcc/MukherjeeV21,On Distributed Model-Free Reinforcement Learning Control with Stability Guarantee.,6,mismatch
32,29197,https://dblp.org/rec/conf/amcc/MunankarmiJDZ20,Quantification of Load Flexibility in Residential Buildings Using Home Energy Management Systems.,32,mismatch
6,29210,https://dblp.org/rec/conf/amcc/MuraliHV20,Graceful Transitions between Periodic Walking Gaits of Fully Actuated Bipedal Robots.,6,mismatch
6,29212,https://dblp.org/rec/conf/amcc/MuraliV21,Periodic behaviors and graceful transitions between them for bimodal systems: Example of a jumper on a trampoline.,6,mismatch
32,29232,https://dblp.org/rec/conf/amcc/MuthirayanNK20,Improved Attention Models for Memory Augmented Neural Network Adaptive Controllers.,32,mismatch
32,29242,https://dblp.org/rec/conf/amcc/MynuddinGJ20,Reinforcement Learning for Multi-Agent Systems with an Application to Distributed Predictive Cruise Control.,32,mismatch
35,29264,https://dblp.org/rec/conf/amcc/NagelL20,Cascading Structure Linear Quadratic Tracking Control for Dual-stage Nanopositioning Systems.,35,mismatch
21,29285,https://dblp.org/rec/conf/amcc/NajafiKASM21,Ultrasound Bubble Control for Blood Clot Deformation in a Vessel Connected to a Pulmonary Artery.,21,mismatch
6,29296,https://dblp.org/rec/conf/amcc/Najson21,Spectral and Convex Uniform Exponential Stability Determination in a Class of Switched Linear Systems.,6,mismatch
35,29304,https://dblp.org/rec/conf/amcc/Nakamura-Zimmerer20,A Causality-Free Neural Network Method for High-Dimensional Hamilton-Jacobi-Bellman Equations.,35,mismatch
28,29305,https://dblp.org/rec/conf/amcc/Nakamura-Zimmerer21,QRnet: optimal regulator design with LOR-augmented neural networks.,28,mismatch
6,29315,https://dblp.org/rec/conf/amcc/NamKPS20,Weighted Averaged Behavior of Synchronization among Heterogeneous Agents in a Sampled-data Setting.,6,mismatch
6,29316,https://dblp.org/rec/conf/amcc/NandanooriSY20,Data-Driven Operator Theoretic Methods for Global Phase Space Learning.,6,mismatch
33,29331,https://dblp.org/rec/conf/amcc/NaqviKBC20,Optimizing HVAC Operations in Multi-unit Buildings for Grid Demand Response.,33,mismatch
6,29336,https://dblp.org/rec/conf/amcc/NarasingamK20,Koopman operator-based model identification and control of hydraulic fracture propagation.,6,mismatch
6,29347,https://dblp.org/rec/conf/amcc/NarendraM20,Mutual Learning: Part II -Reinforcement Learning.,6,mismatch
21,29356,https://dblp.org/rec/conf/amcc/NashPJ21,Robust Control Co-Design with Receding-Horizon MPC.,21,mismatch
45,29415,https://dblp.org/rec/conf/amcc/NettoSKZ21,On analytical construction of observable functions in extended dynamic mode decomposition for nonlinear estimation and prediction.,45,mismatch
22,29417,https://dblp.org/rec/conf/amcc/NevesA21,"A discrete LQR applied to a self-balancing reaction wheel unicycle: Modeling, construction and control.",22,mismatch
21,29418,https://dblp.org/rec/conf/amcc/NevesTAO21,A new approach for quasi-LPV modeling and state-feedback control of nonlinear systems with application on a 5-DOF pendulum.,21,mismatch
6,29429,https://dblp.org/rec/conf/amcc/NgoL21,Human-in-the-Loop Task-Space Coordination Control for Heterogeneous Robotic Systems with Delayed Network.,6,mismatch
6,29447,https://dblp.org/rec/conf/amcc/NguyenKB21,Sampled-Data Output-Feedback Model Predictive Control of Nonlinear Plants Using Online Linear System Identification.,6,mismatch
6,29491,https://dblp.org/rec/conf/amcc/Niemann21,Input-output implementation of the Youla architecture.,6,mismatch
6,29506,https://dblp.org/rec/conf/amcc/NikiforovPG20,Adaptive Output Servocontroller for MIMO System with Input Delay.,6,mismatch
6,29507,https://dblp.org/rec/conf/amcc/NikiforovPGP21,Adaptive Compensation of Unmatched Disturbances in MIMO LTI Plants with Input Delay.,6,mismatch
6,29521,https://dblp.org/rec/conf/amcc/NilssonA20,Lyapunov-Like Conditions for Tight Exit Probability Bounds through Comparison Theorems for SDEs.,6,mismatch
6,29523,https://dblp.org/rec/conf/amcc/NilssonC20,On Robustness of the Generalized Proportional Controller for Traffic Signal Control.,6,mismatch
6,29555,https://dblp.org/rec/conf/amcc/NojavanzadehLSS20,Output and Regulated Output Synchronization of Heterogeneous Multi-agent Systems: A Scale-free Protocol Design using no Information about Communication Network and the Number of Agents.,6,mismatch
45,29557,https://dblp.org/rec/conf/amcc/NonhoffM21,An online convex optimization algorithm for controlling linear systems with state and input constraints.,45,mismatch
21,29582,https://dblp.org/rec/conf/amcc/NudehiKV20,Pyrheliometer Control Design for the Solar Energy Research Facility at Valparaiso University.,21,mismatch
35,29604,https://dblp.org/rec/conf/amcc/NurkanovicMZFF020,Real-Time Nonlinear Model Predictive Control for Microgrid Operation.,35,mismatch
45,29716,https://dblp.org/rec/conf/amcc/OliveiraBSL21,Regional polyquadratic stabilization of discrete-time LPV systems under magnitude and rate saturating actuators.,45,mismatch
6,29723,https://dblp.org/rec/conf/amcc/OliveiraRKB21,Nash Equilibrium Seeking with Players Acting Through Heat PDE Dynamics.,6,mismatch
6,29726,https://dblp.org/rec/conf/amcc/OliveiraSS21,Bilinear Dynamical Networks Under Malicious Attack: An Efficient Edge Protection Method.,6,mismatch
28,29731,https://dblp.org/rec/conf/amcc/OlmezMMBSWM21,"A Data-Informed Approach for Analysis, Validation, and Identification of COVID-19 Models.",28,mismatch
6,29796,https://dblp.org/rec/conf/amcc/OthmanNDC20,Variable Speed Limits Control in an Urban Road Network to Reduce Environmental Impact of Traffic.,6,mismatch
32,29812,https://dblp.org/rec/conf/amcc/OuyangLT20,Fault Detection and Isolation for a Class of Uncertain Nonlinear Systems: A Switching Approach.,32,mismatch
21,29832,https://dblp.org/rec/conf/amcc/OzkanM20,A Predictive Control Design with Speed Previewing Information for Vehicle Fuel Efficiency Improvement.,21,mismatch
31,29833,https://dblp.org/rec/conf/amcc/OzkanM21,Personalized Adaptive Cruise Control and Impacts on Mixed Traffic.,31,mismatch
6,29858,https://dblp.org/rec/conf/amcc/PakniyatT21,Steering the State of Linear Stochastic Systems: A Constrained Minimum Principle Formulation.,6,mismatch
6,29859,https://dblp.org/rec/conf/amcc/Pakzad21,Delay-Margin Design Approach for Linear Time-Invariant Singular Fractional-Order Systems with Time Delay.,6,mismatch
28,29883,https://dblp.org/rec/conf/amcc/PalmierDMLM21,Interacting Weighted Ensemble Kalman Filter applied to Underwater Terrain Aided Navigation.,28,mismatch
6,29916,https://dblp.org/rec/conf/amcc/PandeyA20,On a Converse theorem for Finite-time Lyapunov Functions to Estimate Domains of Attraction.,6,mismatch
6,29928,https://dblp.org/rec/conf/amcc/PannalaVMSS21,Electrochemical Battery State Estimation Under Parameter Uncertainty Caused by Aging Using Expansion Measurements.,6,mismatch
6,29935,https://dblp.org/rec/conf/amcc/PantYAS21,Co-design of Control and Planning for Multi-rotor UAVs with Signal Temporal Logic Specifications.,6,mismatch
28,29948,https://dblp.org/rec/conf/amcc/PapadimitriouAN20,Experimental Evaluation of an Explicit Model Predictive Controller for an Adhesion Vortex Actuated Climbing Robot.,28,mismatch
28,29958,https://dblp.org/rec/conf/amcc/ParayilBK21,Joint Position and Beamforming Control via Alternating Nonlinear Least-Squares with a Hierarchical Gamma Prior.,28,mismatch
21,29972,https://dblp.org/rec/conf/amcc/ParkGLS20,Homotopy Method for Finding the Global Solution of Post-contingency Optimal Power Flow.,21,mismatch
28,29979,https://dblp.org/rec/conf/amcc/ParkM0L21,Diminishing Regret for Online Nonconvex Optimization.,28,mismatch
6,30000,https://dblp.org/rec/conf/amcc/PashenkoGNS21,Performance Improvement of Adaptive Backstepping Output-Feedback Control for a Class of Nonlinear Plants with Unmatched Parametric Uncertainties.,6,mismatch
6,30003,https://dblp.org/rec/conf/amcc/PasqualeV21,Tripartite and Sign Consensus for Clustering Balanced Social Networks.,6,mismatch
28,30030,https://dblp.org/rec/conf/amcc/PathakGMD21,Three-Dimensional Dynamic Path Planning for Drone Delivery System using Enhanced Interfered Fluid Dynamical System Analogy.,28,mismatch
45,30041,https://dblp.org/rec/conf/amcc/Pauli0BKA21,Training Robust Neural Networks Using Lipschitz Bounds.,45,mismatch
21,30064,https://dblp.org/rec/conf/amcc/PedramSFT21,Rationally Inattentive Path-Planning via RRT.,21,mismatch
6,30065,https://dblp.org/rec/conf/amcc/PedramT20,Closed-loop Parameter Identification of Linear Dynamical Systems through the Lens of Feedback Channel Coding Theory.,6,mismatch
6,30145,https://dblp.org/rec/conf/amcc/PeschkeG21,Sequential Multi-Stage and Tube-based Robust MPC for Constrained Linear Systems with Multiplicative Uncertainty.,6,mismatch
6,30167,https://dblp.org/rec/conf/amcc/PetrizzeKX021,Distinguishing Aerial Intruders from Trajectory Data: A Model-Based Hypothesis-Testing Approach.,6,mismatch
6,30183,https://dblp.org/rec/conf/amcc/PhamDN21,Distributed two-time-scale methods over clustered networks.,6,mismatch
28,30192,https://dblp.org/rec/conf/amcc/PhanNMPLK21,Regression Optimization for System-level Production Control.,28,mismatch
12,30218,https://dblp.org/rec/conf/amcc/PigotSPSS20,Advantage of new ventilation method for cardiopulmonary resuscitation qualitatively captured by simple respiratory mechanics models.,12,mismatch
6,30231,https://dblp.org/rec/conf/amcc/PintoAHC21,Optimal Minimax Mobile Sensor Scheduling Over a Network.,6,mismatch
6,30235,https://dblp.org/rec/conf/amcc/PintoVSA21,Tracking Multiple Diffusing Particles Using Information Optimal Control.,6,mismatch
32,30254,https://dblp.org/rec/conf/amcc/PlanakisKPK20,Nonlinear Model Predictive Control for the Transient Load Share Management of a Hybrid Diesel-Electric Marine Propulsion Plant.,32,mismatch
6,30282,https://dblp.org/rec/conf/amcc/Poonawala21,Stability Analysis of Conewise Affine Dynamical Systems Using Conewise Linear Lyapunov Functions.,6,mismatch
6,30312,https://dblp.org/rec/conf/amcc/PovedaK20,Fixed-Time Gradient-Based Extremum Seeking.,6,mismatch
6,30314,https://dblp.org/rec/conf/amcc/PovedaT20,The Heavy-Ball ODE with Time-Varying Damping: Persistence of Excitation and Uniform Asymptotic Stability.,6,mismatch
21,30361,https://dblp.org/rec/conf/amcc/ProchazkaS20,Integral Sliding Mode based Model Reference FTC of an Over-Actuated Hybrid UAV using Online Control Allocation.,21,mismatch
32,30468,https://dblp.org/rec/conf/amcc/RadmaneshN0F20,Numerical Solver for LQR Problems for Large-Scale Inter-Connected Systems Using Ritz Method and Laguerre Functions.,32,mismatch
35,30469,https://dblp.org/rec/conf/amcc/RadmaneshWCTP20,LIV-LAM: LiDAR and Visual Localization and Mapping.,35,mismatch
28,30485,https://dblp.org/rec/conf/amcc/RaghuramanK21,Tube-based robust MPC with adjustable uncertainty sets using zonotopes.,28,mismatch
45,30505,https://dblp.org/rec/conf/amcc/RahmanJS21,Driver Intent Prediction with Barrier Functions.,45,mismatch
28,30515,https://dblp.org/rec/conf/amcc/RaischMMHS20,A Model-Based Cascaded Control Concept for the Bionic Motion Robot.,28,mismatch
6,30519,https://dblp.org/rec/conf/amcc/RajJY20,Distributed Adaptive State Estimation and Tracking Scheme for Nonlinear Systems using Active Passive Sensor Networks.,6,mismatch
28,30532,https://dblp.org/rec/conf/amcc/RajasekharP21,Deflection-based Attack Detection for Network Systems.,28,mismatch
6,30555,https://dblp.org/rec/conf/amcc/RamanDBM20,Reinforcement Learning for Control of Building HVAC Systems.,6,mismatch
35,30577,https://dblp.org/rec/conf/amcc/Ramirez-NeriaML20,Design of ADRC for Second-Order Mechanical Systems without Time-Derivatives in the Tracking Controller.,35,mismatch
6,30608,https://dblp.org/rec/conf/amcc/RanjanV20,"For Matrix Recovery, Rank Restricted Isometry Property and Robust Uniform Boundedness Property Imply Rank Robust Null Space Property.",6,mismatch
35,30623,https://dblp.org/rec/conf/amcc/RappPGLL20,Evaluating a hardware-in-the-loop system intended for testing ventricular-assist device control and sensing algorithms.,35,mismatch
6,30639,https://dblp.org/rec/conf/amcc/RastgoftarG20,Resilient Physics-Based Traffic Congestion Control.,6,mismatch
28,30684,https://dblp.org/rec/conf/amcc/ReedDSCV20,Optimal Exploration and Charging for an Autonomous Underwater Vehicle with Energy-Harvesting Kite.,28,mismatch
35,30695,https://dblp.org/rec/conf/amcc/ReherKA20,An Inverse Dynamics Approach to Control Lyapunov Functions.,35,mismatch
6,30697,https://dblp.org/rec/conf/amcc/RehmanG21,Observer-Based Decentralized Event-Triggered Neuro-Adaptive Controller for Complex Uncertain Affine Nonlinear Systems.,6,mismatch
28,30727,https://dblp.org/rec/conf/amcc/RenZ021,LQR with Tracking: A Zeroth-order Approach and Its Global Convergence.,28,mismatch
28,30740,https://dblp.org/rec/conf/amcc/RevayWM21,A Convex Parameterization of Robust Recurrent Neural Networks.,28,mismatch
6,30744,https://dblp.org/rec/conf/amcc/ReyhaniMFP20,Finite-time stabilization of Chameleon hidden hyperchaotic flows.,6,mismatch
6,30753,https://dblp.org/rec/conf/amcc/RezaeiS21,Mode-Dependent Switched Distributed Stabilization of Partially Unknown Interconnected Multiagent Systems.,6,mismatch
6,30768,https://dblp.org/rec/conf/amcc/Richards020,Dynamic anti-windup compensation for multi-agent systems with input saturation.,6,mismatch
32,30773,https://dblp.org/rec/conf/amcc/RichertL20,Online distributed optimization and stabilization of regularization paths.,32,mismatch
6,30822,https://dblp.org/rec/conf/amcc/RivaRFS21,Model-reference design of fixed-order controllers for Brake-By-Wire actuators.,6,mismatch
31,30824,https://dblp.org/rec/conf/amcc/Rivera-OrtizDK20,Multi-Player Pursuer Coordination for Nonlinear Reach-Avoid Games in Arbitrary Dimensions via Coverage Control.,31,mismatch
28,30835,https://dblp.org/rec/conf/amcc/RobertsNMSPA21,Deep Reinforcement Learning for Mitigating Cyber-Physical DER Voltage Unbalance Attacks.,28,mismatch
6,30844,https://dblp.org/rec/conf/amcc/RodriguesAH20,Toward Tractable Global Solutions to Bayesian Point Estimation Problems via Sparse Sum-of-Squares Relaxations.,6,mismatch
19,30958,https://dblp.org/rec/conf/amcc/RoyD20,Secure Traffic Networks in Smart Cities: Analysis and Design of Cyber-Attack Detection Algorithms.,19,mismatch
28,30963,https://dblp.org/rec/conf/amcc/RoyMGSS021,Distributed Control for Flocking Maneuvers via Acceleration-Weighted Neighborhooding.,28,mismatch
6,31018,https://dblp.org/rec/conf/amcc/SSSD21,Design and Analysis of a Novel Neural Adaptive Super-Twisting Sliding Mode Controller For Uncertain Systems.,6,mismatch
6,31027,https://dblp.org/rec/conf/amcc/SabagGLH21,Regret-Optimal Controller for the Full-Information Problem.,6,mismatch
28,31074,https://dblp.org/rec/conf/amcc/SahinZ21,Feedback-Based Dynamic Feature Selection for Constrained Continuous Data Acquisition.,28,mismatch
6,31146,https://dblp.org/rec/conf/amcc/SamaniegoMGF21,Signaling-based neural networks for cellular computation.,6,mismatch
6,31147,https://dblp.org/rec/conf/amcc/SamantaC21,On Stability Analysis of Power Grids with Synchronous Generators and Grid-Forming Converters under DC-side Current Limitation.,6,mismatch
6,31155,https://dblp.org/rec/conf/amcc/SamuelsonMJ20,Transient growth of accelerated first-order methods.,6,mismatch
28,31189,https://dblp.org/rec/conf/amcc/SankurA21,Extremum Seeking Over a Discrete Action Space.,28,mismatch
6,31204,https://dblp.org/rec/conf/amcc/SantosB20,Decentralized Navigation Systems for Bearing-based Position and Velocity Estimation in Tiered Formations.,6,mismatch
6,31223,https://dblp.org/rec/conf/amcc/SaravanaK21,Optimal Spacecraft Reorientation Trajectories Using Internal Point Masses.,6,mismatch
45,31224,https://dblp.org/rec/conf/amcc/SardahiK21,Multi-objective and Multidisciplinary Optimal Design of a Flexible Wing with Multiple Ailerons.,45,mismatch
45,31228,https://dblp.org/rec/conf/amcc/Sargolzaei21,A Secure Control Design for Networked Control System with Nonlinear Dynamics under False-Data-Injection Attacks.,45,mismatch
6,31231,https://dblp.org/rec/conf/amcc/SaritasDS20,Passive Fault-tolerant Estimation under Strategic Adversarial Bias.,6,mismatch
6,31268,https://dblp.org/rec/conf/amcc/SatchidanandanD21,A Mechanism for Selling Battery Storage Service in Day-Ahead Electricity Markets.,6,mismatch
35,31281,https://dblp.org/rec/conf/amcc/SattarzadehDCS20,Addressing the Observability Problem in Batteries: Algorithm Design for Electrode-level Charge and Health Estimation.,35,mismatch
6,31288,https://dblp.org/rec/conf/amcc/SavaresiFS21,Data-driven Mass Estimation in Continuously Variable Transmission Agricultural Tractors.,6,mismatch
21,31388,https://dblp.org/rec/conf/amcc/SchwartzLH21,Analysis of a Cascaded MPC Structure for Vehicle Motion Control.,21,mismatch
6,31424,https://dblp.org/rec/conf/amcc/SeilerC21,Construction of Periodic Counterexamples to the Discrete-Time Kalman Conjecture.,6,mismatch
35,31433,https://dblp.org/rec/conf/amcc/SelfAK20,Online inverse reinforcement learning for systems with disturbances.,35,mismatch
21,31465,https://dblp.org/rec/conf/amcc/SerajG20,Coordinated Control of UAVs for Human-Centered Active Sensing of Wildfires.,21,mismatch
6,31493,https://dblp.org/rec/conf/amcc/ShabbirLAK20,Resilient Vector Consensus in Multi-Agent Networks Using Centerpoints.,6,mismatch
28,31518,https://dblp.org/rec/conf/amcc/ShahriIG20,Design a High Efficiency and Low Ripple BLDC Motor Based on Multi-Objective Optimization Methods.,28,mismatch
6,31532,https://dblp.org/rec/conf/amcc/ShakibSPPW21,Model Reduction by Moment Matching for Convergent Lur'e-Type Models.,6,mismatch
6,31562,https://dblp.org/rec/conf/amcc/SharifHNH21,On the Equivalence of Extended and Oblique Projected Dynamics with Applications to Hybrid Integrator-Gain Systems.,6,mismatch
45,31629,https://dblp.org/rec/conf/amcc/SheriffKKNN21,Improved Multiscale Multivariate Process Monitoring Methods.,45,mismatch
6,31653,https://dblp.org/rec/conf/amcc/ShiS21,SQP-based Projection SPSA Algorithm for Stochastic Optimization with Inequality Constraints.,6,mismatch
6,31662,https://dblp.org/rec/conf/amcc/ShiZLZ20,Distributed control of cooperative multi-target enclosing by ring-coupled unicycles.,6,mismatch
33,31703,https://dblp.org/rec/conf/amcc/ShkorutaMR20,An experimental study on process modeling for selective laser melting.,33,mismatch
28,31732,https://dblp.org/rec/conf/amcc/SiddhamshettyBK20,Design of online pumping schedules in naturally fractured shale formations to enhance total fracture surface area.,28,mismatch
28,31773,https://dblp.org/rec/conf/amcc/SimleyFKS21,Wake Steering Wind Farm Control With Preview Wind Direction Information.,28,mismatch
6,31786,https://dblp.org/rec/conf/amcc/SinAPPS20,Optimal assignment of collaborating agents in multi-body asset-guarding games.,6,mismatch
21,31804,https://dblp.org/rec/conf/amcc/SinghS20,A Loewner Matrix Based Convex Optimization Approach to Finding Low Rank Mixed Time/Frequency Domain Interpolants.,21,mismatch
45,31859,https://dblp.org/rec/conf/amcc/SitapureQSK20,Modeling and size control of CsPbBr3 perovskite quantum dots.,45,mismatch
21,31867,https://dblp.org/rec/conf/amcc/SkomskiVWTDV21,Constrained Block Nonlinear Neural Dynamical Models.,21,mismatch
6,31880,https://dblp.org/rec/conf/amcc/SmithS20,Noise suppression by stochastic delays in negatively autoregulated gene expression.,6,mismatch
14,31982,https://dblp.org/rec/conf/amcc/SouzaLTC21,Emulation-based Dynamic Output-Feedback Control of Saturating Discrete-time LPV Systems.,14,mismatch
28,31996,https://dblp.org/rec/conf/amcc/SperanzonSG20,On Sensor Network Localization Exploiting Topological Constraints.,28,mismatch
28,32015,https://dblp.org/rec/conf/amcc/SridharAKD21,A Bifurcated Gain Adaptation Strategy in Sliding Mode Control with Chattering Alleviation for High Fidelity Operations.,28,mismatch
32,32025,https://dblp.org/rec/conf/amcc/SrinivasanBN20,"State Estimation for Non-linear Fully-implicit, Index-1 Differential Algebraic Equation Systems.",32,mismatch
32,32040,https://dblp.org/rec/conf/amcc/StacyGSS20,Investigating the Effects of Mechanical Damage on Electrical Response of Li-Ion Pouch Cells.,32,mismatch
28,32055,https://dblp.org/rec/conf/amcc/StarkeSMGK21,Network based estimation of wind farm power and velocity data under changing wind direction.,28,mismatch
6,32062,https://dblp.org/rec/conf/amcc/SteevesEKP21,Input Delay Compensation in Prescribed-Time of Boundary-Actuated Reaction-Diffusion PDEs.,6,mismatch
28,32081,https://dblp.org/rec/conf/amcc/StockAAL21,Design and Implementation of a Wind Farm Controller using Aerodynamics Estimated from LIDAR Scans of Wind Turbine Blades.,28,mismatch
32,32124,https://dblp.org/rec/conf/amcc/StumfollYB20,Neural Network Based Discrete Time Modified State Observer: Stability Analysis and Case Study.,32,mismatch
28,32151,https://dblp.org/rec/conf/amcc/SuSYJ21,Online State of Charge Estimation of Lithium-ion Battery Cells: A Multiple Model Adaptive Estimation Approach.,28,mismatch
6,32162,https://dblp.org/rec/conf/amcc/SubramaniamJY21,Robust adaptive fault estimation of damper faults in variable air volume boxes of a multizone building.,6,mismatch
6,32242,https://dblp.org/rec/conf/amcc/SunRC21,Data-Driven Probabilistic Anomaly Detection for Electricity Market under Cyber Attacks.,6,mismatch
6,32276,https://dblp.org/rec/conf/amcc/SundarrajanH21,Towards a Fair Comparison between the Nested and Simultaneous Control Co-Design Methods using an Active Suspension Case Study.,6,mismatch
21,32277,https://dblp.org/rec/conf/amcc/SundstromKLPP20,A Computational Model for Decision-Making and Assembly Optimization in Manufacturing.,21,mismatch
28,32290,https://dblp.org/rec/conf/amcc/SutharWJH20,Using Channel State Information for Estimating Moisture Content in Woodchips via 5 GHz Wi-Fi.,28,mismatch
21,32308,https://dblp.org/rec/conf/amcc/SwansonFS21,Singular Solutions of the Optimal Pursuer Response to Fixed Control Strategies of a Dual-Evader Defensive Team.,21,mismatch
6,32336,https://dblp.org/rec/conf/amcc/TadiparthiB20,Robust LQR for Uncertain Discrete-Time Systems using Polynomial Chaos.,6,mismatch
21,32393,https://dblp.org/rec/conf/amcc/TambaHN21,On A Notion of Stochastic Zeroing Barrier Function.,21,mismatch
6,32421,https://dblp.org/rec/conf/amcc/TanXM0Y21,Optimal Input Design for Active Fault Estimation of LPV Systems under Set-Theoretic Framework.,6,mismatch
21,32449,https://dblp.org/rec/conf/amcc/TangLKZ21,A Continuous Optimization Approach to Drift Counteraction Optimal Control.,21,mismatch
32,32486,https://dblp.org/rec/conf/amcc/TasoujianDGF20,Real-Time Cubature Kalman Filter Parameter Estimation of Blood Pressure Response Characteristics Under Vasoactive Drugs Administration.,32,mismatch
6,32487,https://dblp.org/rec/conf/amcc/TasoujianDGF21,Scaled Small-Gain Approach to Robust Control of LPV Systems with Uncertain Varying Delay.,6,mismatch
45,32492,https://dblp.org/rec/conf/amcc/TauBRPG20,Increasing Efficiency of Grid Free Path Planning by Bounding the Search Region.,45,mismatch
6,32625,https://dblp.org/rec/conf/amcc/TjellW21,Private Aggregation with Application to Distributed Optimization.,6,mismatch
21,32732,https://dblp.org/rec/conf/amcc/TrumicSJF21,Adaptive Control of Soft Robots Based on an Enhanced 3D Augmented Rigid Robot Matching.,21,mismatch
28,32733,https://dblp.org/rec/conf/amcc/Truong0K21,Selective Labeling in Learning with Expert Advice.,28,mismatch
6,32743,https://dblp.org/rec/conf/amcc/Tseng21,"Realization, Internal Stability, and Controller Synthesis.",6,mismatch
6,32744,https://dblp.org/rec/conf/amcc/TsengA20,Deployment Architectures for Cyber-Physical Control Systems.,6,mismatch
45,32763,https://dblp.org/rec/conf/amcc/TuanPH21,Robust TS-Fuzzy output feedback controller synthesis for saturated vehicle System.,45,mismatch
21,32779,https://dblp.org/rec/conf/amcc/TuranUWA21,On Robustness of the Normalized Subgradient Method with Randomly Corrupted Subgradients.,21,mismatch
6,32795,https://dblp.org/rec/conf/amcc/TurnerR21,Constrained rigid body attitude stabilization: an anti-windup approach.,6,mismatch
6,32840,https://dblp.org/rec/conf/amcc/UmsonstRS21,Sample-based anomaly detector tuning with finite sample guarantees.,6,mismatch
6,32872,https://dblp.org/rec/conf/amcc/VaidyaH21,A Convex Approach to Stochastic Optimal Control Using Linear Operators.,6,mismatch
6,32919,https://dblp.org/rec/conf/amcc/VarnaiD20,On Robustness Metrics for Learning STL Tasks.,6,mismatch
21,32931,https://dblp.org/rec/conf/amcc/VasishtBHSAV21,Co-Design of Commercial Building HVAC using Bayesian Optimization.,21,mismatch
28,32940,https://dblp.org/rec/conf/amcc/VazO20,Expanding Humanoid's Material-Handling Capabilities using Capture Point Walking.,28,mismatch
28,32984,https://dblp.org/rec/conf/amcc/VerginisCD20,Adaptive Cooperative Manipulation with Rolling Contacts.,28,mismatch
28,33019,https://dblp.org/rec/conf/amcc/VijayshankarSKS21,Deep Reinforcement Learning for Automatic Generation Control of Wind Farms.,28,mismatch
45,33022,https://dblp.org/rec/conf/amcc/Villa-TamayoAR21,Tumor reduction using oncolytic viruses under an impulsive nonlinear estimation and predictive control scheme.,45,mismatch
45,33023,https://dblp.org/rec/conf/amcc/Villa-TamayoLGR21,Glycemic Control Strategy based on an Impulsive MPC with Safety Layer Coupling for IOB Limitation.,45,mismatch
28,33025,https://dblp.org/rec/conf/amcc/VillaniJLJ20,Analysis of free recall dynamics of an abstract working memory model.,28,mismatch
6,33037,https://dblp.org/rec/conf/amcc/VisalakshiKMB21,Design of Positive Position Feedback Controllers for Collocated Systems.,6,mismatch
32,33038,https://dblp.org/rec/conf/amcc/VishnoiNTCB20,"Asymmetric Cell Transmission Model-Based, Ramp-Connected Robust Traffic Density Estimation under Bounded Disturbances.",32,mismatch
6,33072,https://dblp.org/rec/conf/amcc/VuZ21,Iterative optimal control synthesis for nonlinear switching systems.,6,mismatch
6,33206,https://dblp.org/rec/conf/amcc/WangHCGM21,Optimal Control of a Soft CyberOctopus Arm.,6,mismatch
6,33233,https://dblp.org/rec/conf/amcc/WangK20,Boundary Control of Coupled Hyperbolic PDEs for Two-dimensional Vibration Suppression of a Deep-sea Construction Vessel.,6,mismatch
6,33236,https://dblp.org/rec/conf/amcc/WangKK21,Adaptive Regulation- Triggered Control of Hyperbolic PDEs by Batch Least-Squares.,6,mismatch
28,33263,https://dblp.org/rec/conf/amcc/WangLC21,Optimal Parking Management of Connected Autonomous Vehicles.,28,mismatch
6,33280,https://dblp.org/rec/conf/amcc/WangM20,Continuous-time Dynamic Realization for Nonlinear Stabilization via Control Contraction Metrics.,6,mismatch
6,33287,https://dblp.org/rec/conf/amcc/WangMM21,SparseJSR: A Fast Algorithm to Compute Joint Spectral Radius via Sparse SOS Decompositions.,6,mismatch
28,33292,https://dblp.org/rec/conf/amcc/WangNA21,Singularity-Free Decentralized Formation Tracking Control for Heterogeneous Underactuated Surface Vessels.,28,mismatch
